e	5056
t	3601
o	2678
n	2571
a	2556
i	2382
s	2352
r	2120
h	1980
e  	1805
e   	1805
e 	1805
e    	1805
l	1423
d	1188
  t	1172
   t	1172
 t	1172
    t	1172
th	1050
f	1006
he	977
c	949
s    	892
s 	892
s  	892
s   	892
   th	880
 th	880
  th	880
the	829
  o	813
   o	813
 o	813
    o	813
 the	768
  the	768
u	753
he 	752
he  	752
he   	752
  a	750
   a	750
 a	750
    a	750
es	668
m	668
the 	663
the  	663
 the 	663
n  	653
n   	653
n    	653
n 	653
d  	652
d 	652
d   	652
d    	652
t   	617
t 	617
t  	617
t    	617
en	608
on	584
b	570
r 	558
r   	558
r  	558
r    	558
re	554
te	553
p	550
f  	549
f 	549
f   	549
f    	549
of	549
at	545
er	529
of 	522
of  	522
of   	522
  of	519
   of	519
 of	519
  of 	495
 of  	495
 of 	495
 s	491
  s	491
   s	491
    s	491
or	479
y	478
an	476
ti	470
in	468
l  	460
l    	460
l 	460
l   	460
al	456
ha	450
y   	445
y    	445
y 	445
y  	445
g	425
ll	413
v	401
nt	397
  b	383
   b	383
 b	383
    b	383
nd	377
ll   	369
ll 	369
ll  	369
   an	365
 an	365
  an	365
it	363
all	358
all 	344
all  	344
w	342
ed	338
sh	329
S	324
 S	323
   S	323
  S	323
    S	323
es   	317
es  	317
es 	317
ent	315
ed   	313
ta	313
ed  	313
ed 	313
o  	310
o    	310
o   	310
o 	310
  sh	307
   sh	307
 sh	307
shall	306
hal	306
hall 	306
 shal	306
  sha	306
sha	306
shal	306
 sha	306
hall	306
on 	305
on   	305
on  	305
be	298
nd   	294
nd  	294
nd 	294
se	288
or  	283
or 	283
or   	283
ate	280
res	277
and	276
and  	271
and 	271
ve	267
ic	267
  i	263
   i	263
 i	263
    i	263
tat	262
 and	258
  and	258
 and 	258
de	257
io	253
to	249
nt 	246
nt  	246
nt   	246
ce	243
me	239
ion	236
 be	232
  be	232
   be	232
ent  	228
ent 	228
   P	217
  P	217
 P	217
    P	217
P	217
C	215
  C	214
   C	214
is	214
 C	214
    C	214
tate	212
ng	211
ec	209
er 	208
er   	208
er  	208
St	205
   St	205
 St	205
  St	205
 Sta	204
Sta	204
  Sta	204
Stat	203
 Stat	203
State	203
  p	201
   p	201
 p	201
    p	201
tion	199
tio	199
si	198
ion 	198
ion  	198
to   	197
to  	197
to 	197
le	196
   e	195
  e	195
 e	195
    e	195
h    	194
h 	194
h  	194
h   	194
  f	191
   f	191
 f	191
    f	191
ct	186
 to	186
   to	186
  to	186
  in	184
in   	184
in 	184
  to 	184
 to  	184
   in	184
in  	184
 to 	184
 in	184
be  	180
 w	180
  w	180
be   	180
be 	180
   w	180
    w	180
rs	179
 be  	179
 be 	179
  be 	179
ch	178
ns	178
id	176
ri	174
ar	170
  h	167
   h	167
 h	167
    h	167
  or	166
   or	166
tion 	166
 or	166
pr	166
hi	164
ted  	161
ted 	161
ted	161
 or 	160
 or  	160
  or 	160
as	157
ot	154
ide	153
st	152
te   	152
